"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.463461250E-1,8.976233826E0,5.236710205E0,-1.001866608E0,1.044028947E1
8.563511250E-1,9.109905853E0,3.829636230E0,2.220183105E0,1.012846046E1
8.663561250E-1,9.945318604E0,2.262844391E0,8.899742889E0,1.353644157E1
8.763613333E-1,9.661209412E0,2.429447937E0,6.501130829E0,1.189562468E1
8.863653333E-1,9.148675232E0,4.089196472E0,5.912704468E-2,1.002114177E1
8.963703333E-1,8.827742615E0,4.347708893E0,-1.119671631E0,9.903801131E0
9.063753333E-1,8.256829834E0,3.667822723E0,2.146386566E0,9.286287618E0
9.163803333E-1,7.096592560E0,4.298610992E0,4.650828552E0,9.511566046E0
9.263843333E-1,5.594915314E0,5.694009247E0,3.120560760E0,8.571039501E0
9.363893333E-1,4.476890259E0,6.102360077E0,1.405577087E0,7.697856315E0
9.463943333E-1,3.600911865E0,5.965993652E0,8.532257080E-1,7.020515695E0
9.563993333E-1,3.188669128E0,5.699847107E0,4.538562012E-1,6.546896464E0
9.664033334E-1,3.173700256E0,5.544170837E0,1.182540894E-1,6.389380848E0
9.764083333E-1,2.952460327E0,5.473966827E0,3.532653809E-1,6.229456737E0
9.864133333E-1,2.510279846E0,5.617368622E0,7.243437195E-1,6.195240832E0
9.964183333E-1,2.344574432E0,5.483397217E0,5.387297058E-1,5.987896459E0
1.006422333E0,2.387385406E0,5.154082031E0,1.218466187E-1,5.681462599E0
1.016427333E0,2.538571014E0,4.972060547E0,-4.954696655E-1,5.604571265E0
1.026432333E0,2.918480988E0,4.996609497E0,-1.377734985E0,5.948259530E0
1.036437333E0,3.359164581E0,5.436694336E0,-1.366957397E0,6.535304470E0
1.046441333E0,3.559897156E0,6.431675262E0,1.532812500E-1,7.352741637E0
1.056446333E0,3.598965912E0,8.553812256E0,5.496120758E0,1.078552749E1
1.066451333E0,3.523822174E0,1.051353699E1,1.018347336E1,1.505506268E1
1.076456333E0,3.338357849E0,9.684560852E0,5.967191162E0,1.185507159E1
1.086460333E0,3.487896881E0,8.401578827E0,1.025667114E0,9.154449436E0
1.096465333E0,3.519780579E0,8.082741852E0,-1.141226807E0,8.889430229E0
1.106470333E0,3.470233612E0,8.441545715E0,-1.273551636E0,9.215429950E0
1.116475333E0,4.222419434E0,9.086704102E0,-1.118474121E0,1.008206336E1
1.126479333E0,5.435197449E0,9.829010468E0,-1.050515442E0,1.128070923E1
1.136484333E0,6.671626282E0,1.050485504E1,-8.933422852E-1,1.247640321E1
1.146489333E0,7.947872314E0,1.081695602E1,-2.951861572E-1,1.342618139E1
1.156494333E0,9.472901001E0,1.099748062E1,1.911225586E0,1.464012352E1
1.166498333E0,1.071411987E1,1.056772430E1,4.712649994E0,1.576953492E1
1.176503333E0,1.042252625E1,9.609417114E0,6.079757080E0,1.542508985E1
1.186508333E0,9.552385712E0,9.044791260E0,7.254364471E0,1.502272031E1
1.196513333E0,9.616452484E0,9.149872742E0,5.307512970E0,1.429566450E1
1.206517333E0,1.050231033E1,8.990304565E0,-9.767189026E-1,1.385922358E1
1.216522333E0,1.073836945E1,8.160280609E0,-1.790277100E0,1.360543458E1
1.226527333E0,9.789043579E0,7.428153076E0,3.783532104E0,1.285760271E1
1.236532333E0,8.583899689E0,7.168293457E0,4.359983368E0,1.200321707E1
1.246536333E0,6.975344696E0,6.661148071E0,2.480641479E0,9.958911055E0
1.256541333E0,6.058201904E0,5.999074860E0,1.565444641E0,8.668409682E0
1.266546333E0,5.866750031E0,5.581293640E0,1.666783905E0,8.267270602E0
1.276551333E0,6.433920593E0,5.633684692E0,1.656605072E0,8.710802361E0
1.286555333E0,7.773934021E0,6.210285645E0,2.038161621E0,1.015656442E1
1.296560333E0,9.357940063E0,7.155869293E0,2.590662689E0,1.206188380E1
1.306565333E0,1.072384964E1,8.324638824E0,3.381168823E0,1.399045622E1
1.316570333E0,1.134341125E1,9.398954773E0,3.160228271E0,1.506653153E1
1.326574333E0,1.060544586E1,9.936636658E0,2.136656799E0,1.468936800E1
1.336579333E0,9.436526642E0,1.044587769E1,3.366499329E0,1.447403584E1
1.346584333E0,7.841443634E0,1.149684219E1,3.701502686E0,1.440023405E1
1.356589333E0,7.019951935E0,1.287263123E1,4.264781342E0,1.526999410E1
1.366593333E0,7.994425507E0,1.440903625E1,6.143524475E0,1.758618941E1
1.376598333E0,1.061337936E1,1.597178650E1,6.776857452E0,2.033881959E1
1.386603333E0,1.342902420E1,1.843491440E1,5.710175629E0,2.351150496E1
1.396607333E0,1.603914642E1,2.206726089E1,4.265679474E0,2.761184968E1
1.406612333E0,1.846724716E1,2.534484512E1,1.245410156E0,3.138393599E1
1.416617333E0,2.047352509E1,2.796709213E1,-1.228495331E0,3.468187816E1
1.426622333E0,2.177372131E1,2.929468140E1,-1.640738068E0,3.653717722E1
1.436627333E0,2.224658798E1,2.865266647E1,-8.042774963E-1,3.628405759E1
1.446631333E0,2.104159378E1,2.572056381E1,-1.384321289E0,3.325977175E1
1.456636333E0,1.851110596E1,2.189601700E1,-3.083737335E0,2.883758034E1
1.466641333E0,1.663236282E1,1.989677444E1,-1.795216827E0,2.599499817E1
1.476646333E0,1.455139023E1,1.777284119E1,3.709286499E-1,2.297290642E1
1.486650333E0,1.168140839E1,1.620784561E1,3.677103424E0,2.031429671E1
1.496655333E0,8.383017426E0,1.322185501E1,8.318202209E0,1.772808278E1
1.506660333E0,6.122418365E0,9.562115479E0,8.873397675E0,1.441024793E1
1.516665333E0,6.775061188E0,9.159901886E0,3.122207336E0,1.181327369E1
1.526669333E0,5.215753784E0,5.877527618E0,5.523364105E0,9.605049166E0
1.536674333E0,1.334325256E0,-3.474275208E-1,1.603151230E1,1.609069658E1
1.546679333E0,3.990701294E-1,-1.264869690E0,1.149085464E1,1.156714713E1
1.556683333E0,1.352437592E0,-7.634124756E-3,8.045768738E-1,1.573686648E0
1.566688333E0,9.113049316E-1,-4.249662781E-1,-4.007765808E0,4.131980129E0
1.576693333E0,-1.466949463E-2,-8.961863708E-1,-4.679868164E0,4.764927202E0
1.586698333E0,-4.351451111E-1,-1.045575714E0,-4.089046783E0,4.242980490E0
1.596702333E0,-5.539979553E-1,-1.067579956E0,-3.681893463E0,3.873368066E0
1.606707333E0,-7.006929016E-1,-1.055155792E0,-3.067570953E0,3.318782283E0
1.616712333E0,-7.146139526E-1,-1.184187469E0,-2.492766266E0,2.850764234E0
1.626717333E0,-6.273454285E-1,-1.450184326E0,-2.077080688E0,2.609762643E0
1.636721333E0,-6.011499023E-1,-1.758094025E0,-1.870210876E0,2.636278537E0
1.646726333E0,-6.361770630E-1,-1.964215393E0,-1.819167023E0,2.751768890E0
1.656731333E0,-7.198530579E-1,-2.417173462E0,-1.933229828E0,3.177781229E0
1.666736333E0,-7.544311523E-1,-2.903661804E0,-1.995350647E0,3.603032395E0
1.676740333E0,-8.518785095E-1,-3.147504730E0,-2.089355164E0,3.872710681E0
1.686745333E0,-9.177415466E-1,-3.217409363E0,-2.141895905E0,3.972617603E0
1.696750333E0,-9.316625977E-1,-3.291654968E0,-2.125729523E0,4.027618854E0
1.706755333E0,-9.288185120E-1,-3.241958313E0,-2.246228943E0,4.051980009E0
1.716759333E0,-1.114582214E0,-3.077151031E0,-2.432591400E0,4.077824531E0
1.726764333E0,-1.502874756E0,-2.730322266E0,-2.471809845E0,3.977830579E0
1.736769333E0,-1.813628540E0,-2.042652283E0,-2.305954742E0,3.574787281E0
1.746774333E0,-1.624871063E0,-1.010548553E0,-2.086361389E0,2.830957117E0
1.756778333E0,-1.234632568E0,-7.140151978E-2,-1.962718506E0,2.319844755E0
1.766783333E0,-1.182241516E0,4.834945679E-1,-1.884431305E0,2.276520007E0
1.776788333E0,-1.257085876E0,8.526269531E-1,-1.817670135E0,2.368789215E0
1.786793333E0,-1.281185760E0,1.031654663E0,-1.756447449E0,2.406419734E0
1.796797333E0,-1.309027863E0,9.871971130E-1,-1.431772614E0,2.176714244E0
1.806802333E0,-1.343306580E0,8.397537231E-1,-1.137634277E0,1.950351412E0
1.816807333E0,-1.396296387E0,7.375163269E-1,-1.074465637E0,1.909986999E0
1.826812333E0,-1.430575104E0,6.072871399E-1,-9.636959839E-1,1.828675134E0
1.836816333E0,-1.453926544E0,4.502636719E-1,-6.973997498E-1,1.674218080E0
1.846821333E0,-1.465602264E0,3.282673645E-1,-4.578977966E-1,1.570165549E0
1.856826333E0,-1.481918335E0,1.675016785E-1,-2.823129272E-1,1.517840358E0
1.866831333E0,-1.482816467E0,9.879455566E-3,-1.115180969E-1,1.487036841E0
1.876835208E0,-1.458417206E0,-8.367599487E-2,3.472778320E-2,1.461228400E0
1.886840208E0,-1.431173859E0,-1.001417542E-1,1.070274353E-1,1.438659743E0
1.896845208E0,-1.422491913E0,-1.136137390E-1,1.221459961E-1,1.432239843E0
1.906850208E0,-1.357976074E0,-2.269281006E-1,1.119671631E-1,1.381351522E0
1.916854208E0,-1.247505798E0,-3.272195435E-1,1.149609375E-1,1.294820205E0
1.926859208E0,-1.124012604E0,-3.474275208E-1,1.947450256E-1,1.192491443E0
1.936864208E0,-8.903485107E-1,-2.914439392E-1,3.089575195E-1,9.864658074E-1
1.946869208E0,-6.325845337E-1,-2.118095398E-1,2.802172852E-1,7.235663068E-1
1.956873208E0,-4.511618042E-1,-1.657054138E-1,2.625540161E-1,5.476676630E-1
1.966878208E0,-3.022215271E-1,-1.486408997E-1,1.821711731E-1,3.829076975E-1
1.976883208E0,-9.744735718E-2,9.714797974E-2,9.385482788E-2,1.665606379E-1
1.986888208E0,3.921844482E-2,4.504133606E-1,1.125659180E-1,4.659199155E-1
1.996892208E0,-4.490661621E-4,6.135740662E-1,1.043330383E-1,6.223814901E-1
2.006897208E0,-7.050338745E-2,6.938072205E-1,-8.232879639E-3,6.974288258E-1
2.016902208E0,-1.086740112E-1,8.228388977E-1,-1.871109009E-2,8.301951561E-1
2.026907208E0,3.643423462E-1,3.039429474E0,1.929936676E0,3.618774992E0
2.036911208E0,1.537617508E1,3.281700668E1,4.219740005E1,5.562376524E1
2.046916208E0,2.222862534E1,6.143000565E1,4.457625320E1,7.908729182E1
2.056921208E0,1.159189453E1,5.395574844E1,-4.915627899E0,5.540539871E1
2.066926208E0,1.309836182E1,5.761758362E1,-1.468146973E1,6.088430485E1
2.076930208E0,1.929113388E1,6.081134216E1,-1.209110641E1,6.493352013E1
2.086935208E0,2.340323273E1,4.705749344E1,-2.198777618E0,5.260184040E1
2.096940208E0,1.711675552E1,2.593342117E1,1.496782425E1,3.449001908E1
2.106945208E0,1.311108536E1,2.071572144E1,-6.138734436E-1,2.452383564E1
2.116949208E0,1.228659988E1,1.718306763E1,-7.068600769E0,2.227517602E1
2.126954208E0,1.281754578E1,1.126242966E1,-6.363267517E-1,1.707444621E1
2.136959208E0,1.603869736E1,6.059100037E0,6.272107086E0,1.825628203E1
2.146964208E0,1.609468094E1,7.892487488E0,1.763333130E0,1.801220300E1
2.156968208E0,1.210802124E1,1.144070892E1,4.056564331E-1,1.666308963E1
2.166973208E0,8.834478607E0,1.437445816E1,-7.530839539E-1,1.688905548E1
2.176978208E0,7.480244751E0,1.672067917E1,-9.383985901E-1,1.834164020E1
2.186983208E0,5.479355621E0,1.756028320E1,4.382885742E-1,1.840051578E1
2.196987208E0,3.674708405E0,1.685405182E1,2.442919922E0,1.742212393E1
2.206992208E0,2.828218689E0,1.591370728E1,3.106789398E0,1.645895017E1
2.216997208E0,2.810854797E0,1.487471786E1,2.520308990E0,1.534633812E1
2.227002208E0,2.725532227E0,1.367765717E1,1.713935852E0,1.405149129E1
2.237006208E0,2.138153687E0,1.208676544E1,1.656006317E0,1.238563511E1
2.247011208E0,1.432521057E0,1.043779449E1,2.326611786E0,1.078947602E1
2.257016208E0,7.009922791E-1,8.669671326E0,3.266656952E0,9.291159169E0
2.267020208E0,2.365081787E-2,7.128925323E0,3.920347595E0,8.135801183E0
2.277025208E0,-4.357438660E-1,6.020330658E0,3.911665649E0,7.192731199E0
2.287030208E0,-7.650590515E-1,4.873116302E0,3.529510345E0,6.065477815E0
2.297035208E0,-8.150550842E-1,3.252137146E0,2.919229431E0,4.445515862E0
2.307039208E0,-3.944297791E-1,1.847458191E0,2.099084930E0,2.823974887E0
2.317044208E0,2.540217590E-1,9.285191345E-1,1.093027039E0,1.456496805E0
2.327049208E0,7.917036438E-1,5.108876038E-1,-3.736230469E-1,1.013604945E0
2.337054208E0,1.152902527E0,6.002517700E-1,-2.036515045E0,2.415963566E0
2.347058208E0,1.251996460E0,6.150709534E-1,-3.062930603E0,3.365613063E0
2.357063208E0,1.189127197E0,3.282673645E-1,-2.996917877E0,3.240879467E0
2.367068208E0,1.052311707E0,1.736389160E-2,-2.333497467E0,2.559857781E0
2.377073208E0,8.684939575E-1,-1.761836243E-1,-1.701511688E0,1.918453661E0
2.387077208E0,6.065386963E-1,-2.237846375E-1,-9.636959839E-1,1.160464865E0
2.397082208E0,3.757186890E-1,-3.203338623E-2,-2.549198914E-1,4.551646099E-1
2.407087208E0,3.625460815E-1,8.195457458E-1,4.851411438E-1,1.019047016E0
2.417092208E0,8.662486267E-1,2.634371796E0,1.368154907E0,3.092272512E0
2.427096208E0,1.275497589E0,5.084327087E0,3.371588745E0,6.232566622E0
2.437101208E0,1.380130005E0,7.431446228E0,4.389921112E0,8.740855750E0
2.447106208E0,1.404229889E0,8.704548798E0,2.919079742E0,9.287736963E0
2.457111208E0,1.441951447E0,9.375753021E0,1.266815643E0,9.570203267E0
2.467115208E0,1.368753662E0,9.625284119E0,7.304809570E-2,9.722392554E0
2.477120208E0,1.338366852E0,9.591005402E0,-8.791218567E-1,9.723757796E0
2.487125208E0,1.377884674E0,9.604477386E0,-1.508413239E0,9.819361616E0
2.497130208E0,1.452729034E0,9.926158447E0,-1.827100525E0,1.019692794E1
2.507134208E0,1.533111877E0,1.071097641E1,-1.720372467E0,1.095605445E1
2.517139208E0,1.630708923E0,1.241353592E1,-1.003213806E0,1.256031542E1
2.527144208E0,1.771715698E0,1.523995834E1,3.929328918E-1,1.534762858E1
2.537149208E0,1.976489868E0,1.827938782E1,1.513951721E0,1.844815928E1
2.547153208E0,2.041155396E0,2.046289719E1,1.877845001E0,2.065000674E1
2.557158208E0,1.819915466E0,2.152374115E1,2.377805328E0,2.173102583E1
2.567163208E0,1.589694214E0,2.054193283E1,3.278632050E0,2.086258757E1
2.577167208E0,2.608325958E0,1.666828812E1,3.778891754E0,1.728916470E1
2.587172208E0,4.017495575E0,1.256367371E1,3.787723389E0,1.372344768E1
2.597177208E0,4.504582672E0,9.751172333E0,3.541186066E0,1.131002324E1
2.607182208E0,4.533023529E0,7.734116821E0,3.452869720E0,9.606621395E0
2.617186208E0,4.567601624E0,6.115981750E0,3.526666260E0,8.408661741E0
2.627191208E0,4.498295746E0,4.780458984E0,2.987337799E0,7.211909584E0
2.637196208E0,4.375700684E0,3.692970428E0,2.228266296E0,6.144099425E0
2.647201208E0,4.085154877E0,3.216960297E0,1.210083618E0,5.338691439E0
2.657205208E0,3.863166504E0,3.189417572E0,-1.282832336E-1,5.011276930E0
2.667210208E0,3.706891479E0,3.444936218E0,-1.274150391E0,5.218437430E0
2.677215208E0,3.737577667E0,3.971990204E0,-1.778002625E0,5.736504714E0
2.687220208E0,3.995341644E0,4.923262024E0,-1.685944061E0,6.560767576E0
2.697224208E0,4.409680023E0,6.213728485E0,-1.153650970E0,7.706270833E0
2.707229208E0,4.878954163E0,7.439529419E0,-2.558180237E-1,8.900350249E0
2.717234208E0,5.956862640E0,8.446485443E0,2.116748199E0,1.055025838E1
2.727239208E0,7.489525452E0,8.926986237E0,6.194418640E0,1.319677601E1
2.737243208E0,7.417076111E0,8.333620148E0,6.521638184E0,1.292261612E1
2.747248208E0,5.999224548E0,7.027436371E0,3.650009766E0,9.934693172E0
2.757253208E0,3.907324677E0,5.493875427E0,1.198856964E0,6.847416400E0
2.767258208E0,1.311273193E0,4.119134216E0,-9.864486694E-2,4.323937429E0
2.777262208E0,-1.251397705E-1,3.665577393E0,-1.122815094E0,3.835730871E0
2.787267208E0,2.905458069E-1,4.253704376E0,-3.413351898E0,5.461628783E0
2.797272208E0,1.555565186E0,4.588408356E0,-3.905079346E0,6.222774219E0
2.807277208E0,1.520388336E0,4.588707733E0,-2.260149994E0,5.336299968E0
2.817281208E0,8.967851257E-1,4.734803925E0,-2.851570129E-1,4.827411966E0
2.827286208E0,1.064286804E-1,5.177283783E0,1.151555328E0,5.304872676E0
2.837291208E0,-4.760101318E-2,5.573659515E0,7.872129822E-1,5.629178495E0
2.847295208E0,4.538562012E-1,6.434070282E0,1.314266968E-1,6.451396657E0
2.857300208E0,1.535506897E0,7.936346283E0,-1.754351807E-1,8.085428329E0
2.867305208E0,3.318149872E0,1.016835480E1,-9.410929871E-1,1.073737463E1
2.877313333E0,5.423372040E0,1.296783325E1,-1.809886322E0,1.417227406E1
2.887317333E0,7.021149445E0,1.586865097E1,-1.593885498E0,1.742558734E1
2.897322333E0,6.152655487E0,1.725387039E1,3.972738647E-1,1.832236446E1
2.907327333E0,4.292473755E0,1.741748016E1,4.322112122E0,1.845195381E1
2.917332333E0,3.937262421E0,1.687336166E1,8.636739807E0,1.935989782E1
2.927336333E0,3.452270966E0,1.450244202E1,5.510341187E0,1.589348481E1
2.937341333E0,3.551664276E0,1.207613754E1,7.400610352E-1,1.260932621E1
2.947346333E0,4.942871246E0,1.071905960E1,-6.489006042E-1,1.182164485E1
2.957351333E0,6.039490814E0,1.061188248E1,1.911375275E0,1.235883710E1
2.967355333E0,7.256609802E0,1.136870865E1,4.135749664E0,1.410710273E1
2.977360333E0,8.779842224E0,1.194815369E1,2.841990051E0,1.509704983E1
2.987365333E0,9.689799957E0,1.217657867E1,2.107467499E0,1.570358910E1
2.997370333E0,9.987381134E0,1.223061630E1,1.585652618E0,1.586978422E1
3.007374333E0,9.834548950E0,1.203766754E1,6.346801758E-1,1.555720450E1
3.017379333E0,9.992021484E0,1.157632690E1,-5.298980713E-2,1.529230675E1
3.027384333E0,1.051233948E1,1.102801712E1,2.152523804E-1,1.523721682E1
3.037388333E0,1.036818924E1,1.026789780E1,1.034349060E0,1.462870299E1
3.047393333E0,9.617350616E0,9.451046448E0,1.499581604E0,1.356703567E1
3.057398333E0,8.704548798E0,9.103618927E0,1.909429321E0,1.273934722E1
3.067403333E0,7.443271637E0,9.462572479E0,2.077080688E0,1.221707145E1
3.077407333E0,5.678591309E0,1.143202698E1,2.725382538E0,1.305240783E1
3.087412333E0,4.941973114E0,1.429377594E1,4.511618042E0,1.578257983E1
3.097417333E0,5.684728546E0,1.725491821E1,5.492677917E0,1.897940599E1
3.107422333E0,8.031398621E0,1.968885681E1,5.767955475E0,2.203233435E1
3.117426333E0,1.096275284E1,2.176668594E1,4.583917694E0,2.479884812E1
3.127431333E0,1.311422882E1,2.470088425E1,3.184178467E0,2.814703666E1
3.137436333E0,1.496902176E1,2.827410370E1,1.843715973E0,3.204521557E1
3.147441333E0,1.653521484E1,3.050042404E1,-6.062393188E-2,3.469427722E1
3.157445333E0,1.724728409E1,3.060655334E1,-1.415306854E0,3.516010537E1
3.167450333E0,1.747301468E1,2.981410126E1,-2.041454773E0,3.461725601E1
3.177455333E0,1.694416443E1,2.857288239E1,-2.308649139E0,3.329931196E1
3.187460333E0,1.589559494E1,2.619732239E1,-1.938917999E0,3.070389294E1
3.197464333E0,1.417522247E1,2.199136871E1,3.447331238E-1,2.616631558E1
3.207469333E0,1.199470688E1,1.745999176E1,3.417094116E0,2.145695313E1
3.217474333E0,1.008348129E1,1.427311890E1,4.365372162E0,1.801263424E1
3.227479333E0,8.565338287E0,1.183513870E1,4.112398224E0,1.517719827E1
3.237483333E0,7.114704895E0,9.823921051E0,3.205134888E0,1.254596908E1
3.247488333E0,5.565576324E0,7.560777283E0,2.152374115E0,9.631910884E0
3.257493333E0,4.169429626E0,5.463039551E0,1.956581268E0,7.145428945E0
3.267497333E0,2.677482147E0,3.042722626E0,2.871478729E0,4.967138182E0
3.277502333E0,3.826043701E-1,-2.758763123E-1,7.158563690E0,7.174087256E0
3.287507333E0,-1.100960541E0,-2.735561371E0,8.910969543E0,9.386202018E0
3.297512333E0,-3.047662354E-1,-1.996248779E0,2.927911377E0,3.556762106E0
3.307516333E0,-2.853067017E-1,-1.787882080E0,-2.204914856E-1,1.823880134E0
3.317521333E0,-5.284011841E-1,-1.536854095E0,-1.322649536E0,2.095359186E0
3.327526333E0,-4.281097412E-1,-1.181193695E0,-1.980082397E0,2.345042174E0
