"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.425829792E0,1.484163666E0,-9.417067108E0,1.706451416E-2,9.533319774E0
2.435833792E0,1.628762970E0,-9.544901276E0,9.400451660E-2,9.683328251E0
2.445838792E0,1.822609863E0,-9.812844086E0,9.819580078E-2,9.981155153E0
2.455843792E0,2.026934967E0,-1.002704865E1,1.959425354E-1,1.023174293E1
2.465848792E0,2.292782135E0,-9.929451599E0,3.062631226E-1,1.019532521E1
2.475853792E0,2.328258362E0,-9.717791748E0,3.218307495E-2,9.992862413E0
2.485858792E0,1.915865936E0,-9.705517273E0,-6.007008362E-1,9.911026653E0
2.495863792E0,1.413809967E0,-9.780361633E0,-6.839277649E-1,9.905659468E0
2.505867792E0,1.037941589E0,-9.920470276E0,-1.465452576E-1,9.975696905E0
2.515872792E0,8.047265625E-1,-1.006252487E1,4.311035156E-1,1.010385282E1
2.525877792E0,6.713539124E-1,-1.011955627E1,7.006929016E-1,1.016597786E1
2.535882792E0,6.346801758E-1,-1.005533981E1,4.754113770E-1,1.008656005E1
2.545887792E0,5.313949585E-1,-1.001462448E1,2.799179077E-1,1.003261871E1
2.555892792E0,4.128414917E-1,-1.006911118E1,3.968247986E-1,1.008538090E1
2.565897792E0,6.321354675E-1,-1.018646713E1,6.222560120E-1,1.022501396E1
2.575901792E0,8.479866028E-1,-1.022358994E1,7.463479614E-1,1.028581099E1
2.585906792E0,8.848100281E-1,-1.016326538E1,5.774990845E-1,1.021804077E1
2.595911792E0,7.658074951E-1,-1.002046234E1,-5.179229736E-2,1.004981637E1
2.605916792E0,4.427792358E-1,-9.980645142E0,-7.789801025E-1,1.002078544E1
2.615921792E0,5.044509888E-2,-1.000489471E1,-8.812174988E-1,1.004375464E1
2.625926792E0,-2.977308655E-1,-1.000010468E1,-2.532733154E-1,1.000774123E1
2.635931792E0,-5.255570984E-1,-9.949060822E0,4.019142151E-1,9.971035881E0
2.645936792E0,-5.694158936E-1,-9.931846619E0,5.721102905E-1,9.964593414E0
2.655940792E0,-3.869453430E-1,-9.912237396E0,2.164498901E-1,9.922148329E0
2.665945792E0,3.382965088E-2,-9.945318604E0,-5.629792786E-1,9.961297719E0
